Sl.No,Mol_Smiles,Mol_Code,Pol_DFT,Den_MD,pol_den_product/1000,RI_LL,Pol_geom,nBB,MW_pybel,RI_geom,Pol_tz
1448985,S1CCSC(C1)c1csc(n1)C1SCC(SC1)c1ccncc1,F6-F11-F14-F6,256.8101,1330.11,341.585682111,1.5534,260.5624,4,398.65252000000004,1.5632138622100002,294.2479
1448992,c1ccc(cc1)C1(CSCC(S1)c1ccc2c(c1)cccc2)c1ccccc1,F5-F6-F5-F16,318.6995,1164.12,371.00446194,1.6125,326.066,4,398.58288,1.6301816927700001,357.3899
1449034,c1ccc(cc1)C1SCC(SC1)c1c(ccc2c1cccc2)c1ccccc1,F6-F16-F5-F5,311.8649,1145.83,357.344158367,1.5848,325.6976,4,398.58288,1.61697243873,346.423
1449124,c1ccc(cc1)c1ccccc1C1CSC(CS1)c1ccc2c(c1)cccc2,F5-F6-F5-F16,311.6662,1159.27,361.30527567400003,1.5927,322.6705,4,398.58288,1.6187601975900001,356.5789
1449137,c1ccc(cn1)C1SCCSC1C1(CSCCS1)c1cscn1,F6-F11-F6-F14,248.2043,1338.63,332.253722109,1.5352,252.2637,4,398.65252000000004,1.5457887416999998,284.2157
1449313,C1CSC(CS1)(C1CSCCS1)c1ccncc1c1nncs1,F6-F11-F8-F6,246.4534,1349.62,332.618437708,1.5344,251.9145,4,399.64058,1.5486359404899999,282.7836
1449360,C1CSC(CS1)(N1CNCN(C1)C1CCCC1)c1ccc2c(c1)cccc2,F6-F9-F16-F10,287.7827,1101.09,316.874653143,1.5044,293.6749,4,399.61576,1.51669803058,324.0408
1449589,C1CSC(CS1)C1NCN(CN1)c1cccc2c1cc(cc2)C1CCCC1,F9-F16-F10-F6,288.1266,1160.01,334.229737266,1.5375,301.8239,4,399.61576,1.56854947803,331.5939
1449859,C1CSC(CS1)c1c(ccc2c1cccc2c1cccnc1)c1ccccc1,F11-F16-F5-F6,310.2708,1135.73,352.383855684,1.5731,324.6576,4,399.57094,1.6059438829799997,355.2231
1450166,C1CSC(CS1)c1ccc2c(c1)cccc2c1cccc(c1)c1cccnc1,F5-F11-F16-F6,311.478,1187.62,369.91750236,1.6084,326.89599999999996,4,399.57094,1.64626929071,359.2257
1450523,C1CSC(CS1)c1cnccc1c1cccc(c1)c1ccc2c(c1)cccc2,F5-F11-F16-F6,316.0222,1159.76,366.50990667199994,1.6014,329.1062,4,399.57094,1.6325968354499998,363.6479
1450553,C1CSC(CS1)c1nccc(c1)C1CSCC(S1)c1nncs1,F6-F11-F8-F6,248.2712,1363.08,338.413507296,1.5456,249.5781,4,399.64058,1.54903716573,284.1739
1450757,C1NCN(CN1)C1CCCC1C1(CSCCS1)c1cccc2c1cccc2,F6-F16-F10-F9,280.4283,1172.26,328.73487895799997,1.5269,290.0998,4,399.61576,1.5488397139899999,317.4247
1451004,C1NCN(CN1)c1ccc2c(c1C1CCCC1)cccc2C1CSCCS1,F9-F16-F10-F6,292.1277,1169.07,341.517730239,1.5517,303.4477,4,399.61576,1.57774010711,334.9057
1451020,C1NCN(CN1)c1cccc2c1c(ccc2)C1(CCCC1)C1CSCCS1,F9-F16-F10-F6,284.0499,1184.8,336.54232152,1.5419999999999998,287.6869,4,399.61576,1.55035752914,316.3255
1451104,C1SCC(SC1)(c1ccc2c(c1)cccc2)c1ccccc1c1ccncc1,F5-F6-F11-F16,302.3571,1169.78,353.691288438,1.5757,310.3965,4,399.57094,1.59454148895,341.1497
1451374,C1SCC(SC1)c1cc(cc2c1cccc2c1ccncc1)c1ccccc1,F11-F16-F5-F6,313.3819,1183.2,370.79346408,1.6102,325.20599999999996,4,399.57094,1.6390543246899998,354.7996
1451453,C1SCC(SC1)c1ccc(c(n1)c1ccccc1)c1ccc2c(c1)cccc2,F11-F16-F5-F6,312.7359,1164.87,364.296667833,1.597,328.9488,4,399.57094,1.6357144247,354.5496
1451729,C1SCC(SC1)c1ccccc1c1ccc2c(c1)c(ccc2)c1cccnc1,F11-F16-F5-F6,305.6685,1157.48,353.80517538,1.5759,315.4386,4,399.57094,1.5986190391600001,352.3429
1452372,S1CC(SC(C1)C1CCCC1)C1NCN(CN1)c1cccc2c1cccc2,F9-F16-F6-F10,286.7222,1161.04,332.89594308799997,1.5349,297.5113,4,399.61576,1.55929898659,329.85
1452578,c1ccc(cc1)C1SCC(SC1)c1ccc2c(c1)c(ccc2)c1cccnc1,F5-F6-F16-F11,310.9482,1184.54,368.33058082800005,1.6051,315.6872,4,399.57094,1.6166130781999999,344.9749
1452958,c1ccc(nc1)C1SC(CSC1c1ccccc1)c1ccc2c(c1)cccc2,F6-F11-F5-F16,311.9175,1187.09,370.274145075,1.6091,318.8558,4,399.57094,1.6260187192200002,350.0859
1453080,C1CSC(C(S1)c1cc(cc2c1cccc2)c1cnccn1)c1ccccc1,F5-F6-F16-F12,307.5102,1194.53,367.33015920599996,1.6013,315.2228,4,400.559,1.6200451271599998,346.7501
1453172,C1CSC(CS1)(C1NCN(CN1)c1cccnc1)C1CSCCS1,F6-F9-F11-F6,253.4251,1301.76,329.89865817599997,1.5275,265.5994,4,400.64856000000003,1.55818632255,296.9741
1453251,C1CSC(CS1)(c1nnc(s1)C1CSCCS1)c1cnccn1,F6-F12-F8-F6,247.9092,1383.26,342.922879992,1.5527,251.1502,4,400.62864,1.5614700483000001,282.7818
1453295,C1CSC(CS1)C1CSCC(S1)C1NCNC(N1)c1cccnc1,F6-F9-F11-F6,252.9883,1289.2,326.15251636,1.5204,258.9104,4,400.64856000000003,1.5349992922100002,290.7102
1453296,C1CSC(CS1)C1CSCC(S1)C1NCNC(N1)c1ccncc1,F6-F9-F11-F6,252.2345,1296.41,326.999328145,1.5219999999999998,258.1838,4,400.64856000000003,1.53677773373,290.0682
1453306,C1CSC(CS1)C1CSCC(S1)N1CNCNC1c1ccccn1,F6-F9-F11-F6,255.66,1296.39,331.4350674,1.5305,263.3327,4,400.64856000000003,1.5496762239,295.4613
1453341,C1CSC(CS1)C1NCNCN1C1CSCC(S1)c1ccncc1,F6-F11-F9-F6,251.1899,1286.7,323.20604433,1.5148,255.8761,4,400.64856000000003,1.5262809581299999,286.8162
1453628,C1CSC(CS1)c1ccc(c2c1cccc2)c1nccc(c1)c1ccncc1,F11-F16-F11-F6,309.7702,1206.45,373.72225779,1.6143,322.6892,4,400.559,1.6465210747699999,354.7871
1453844,C1CSC(CS1)c1ccc2c(c1)cccc2c1nccc(c1)c1cccnc1,F11-F16-F11-F6,316.9515,1214.15,384.826663725,1.6372,324.92400000000004,4,400.559,1.6574627748700002,353.3104
1454056,C1CSC(CS1)c1cccc2c1cccc2c1ccnc(c1)c1ccccn1,F11-F16-F11-F6,314.3983,1195.32,375.80657595599996,1.6185,320.5954,4,400.559,1.6338122897100003,357.3786
1454088,C1CSC(CS1)c1cccnc1c1ccc(c2c1cccc2)c1ccccn1,F11-F16-F11-F6,303.1114,1171.67,355.146534038,1.5769,315.6116,4,400.559,1.6062636385299998,346.2105
1454166,C1CSC(CS1)c1ccncc1c1ccc(c2c1cccc2)c1ccncc1,F11-F16-F11-F6,298.8672,1192.99,356.54558092800005,1.5796,309.5585,4,400.559,1.60526405685,340.4099
1454427,C1CSC(CS1)c1nccc(c1c1cccnc1)c1ccc2c(c1)cccc2,F11-F16-F11-F6,300.9787,1174.84,353.60181590800005,1.5738,313.0921,4,400.559,1.60229077445,343.6216
1454510,C1NCN(CN1)C1(CSCCS1)C1CSC(CS1)c1cccnc1,F6-F11-F6-F9,254.7144,1311.56,334.07321846400004,1.5355,259.9235,4,400.64856000000003,1.54875030617,290.7614
1454512,C1NCN(CN1)C1(CSCCS1)C1CSCC(S1)c1ccccn1,F6-F11-F6-F9,256.4598,1292.46,331.46403310799997,1.5305,261.9294,4,400.64856000000003,1.5441519240700001,294.3397
1454720,C1SCC(SC1)(c1ccccc1)c1ccc2c(c1c1nccnc1)cccc2,F5-F6-F16-F12,298.6739,1206.11,360.233577529,1.587,305.1577,4,400.559,1.60273748195,331.6307
1455172,C1SCC(SC1)c1cc2ccccc2c(c1)c1ncccc1c1cccnc1,F11-F16-F11-F6,298.236,1187.83,354.25366788,1.5751,307.8682,4,400.559,1.59796995363,338.1959
1455315,C1SCC(SC1)c1ccc(nc1c1ccccn1)c1cccc2c1cccc2,F11-F16-F11-F6,311.5231,1182.9,368.50067499,1.6036,322.0962,4,400.559,1.6292421594600002,356.1039
1455523,C1SCC(SC1)c1cccc2c1cccc2c1cccc(c1)c1nccnc1,F5-F12-F16-F6,316.0622,1200.94,379.57173846800004,1.6263,320.5984,4,400.559,1.63756382602,357.3481
1455652,C1SCC(SC1)c1cncc(c1)c1cc(cc2c1cccc2)c1cccnc1,F11-F16-F11-F6,307.8672,1212.54,373.30129468800004,1.6134,320.4645,4,400.559,1.6449870819699999,350.3194
1455801,N1CNC(NC1)(C1CSCC(S1)C1CSCCS1)c1ccncc1,F6-F9-F11-F6,250.0373,1275.14,318.83256272200003,1.5066,255.1014,4,400.64856000000003,1.5187690572499999,286.034
1456000,N1CNC(NC1)c1nccc(c1C1CSCCS1)C1CSCCS1,F6-F11-F9-F6,257.806,1234.13,318.16611878,1.5053,263.513,4,400.64856000000003,1.5186158637,295.5352
1456132,c1ccc(cc1)C1SCCSC1c1ncc(nc1)c1cccc2c1cccc2,F6-F12-F5-F16,310.498,1200.75,372.8304735,1.6124,319.702,4,400.559,1.63519928167,349.1762
1456255,c1ccc(cn1)C1SCC(SC1)c1ccc(nc1)c1cccc2c1cccc2,F6-F11-F11-F16,309.8715,1211.38,375.37213767,1.6176,317.0079,4,400.559,1.6354794316999999,349.5171
1456405,c1ccc(cn1)c1cnccc1C1SCCSC1c1ccc2c(c1)cccc2,F6-F11-F11-F16,296.216,1184.81,350.95967896,1.5686,309.4969,4,400.559,1.59998894663,341.7598
1456428,c1ccc(nc1)C1(CSCC(S1)c1ccncc1)c1cccc2c1cccc2,F6-F11-F11-F16,299.6295,1170.44,350.69835198,1.5681,303.9747,4,400.559,1.57812786364,334.2838
1456770,c1cnc(cn1)c1c(ccc2c1cc(cc2)C1CSCCS1)c1ccccc1,F5-F16-F12-F6,306.0827,1183.99,362.398855973,1.5913,322.0472,4,400.559,1.6298482231600002,353.2225
1457199,C1CSC(C(S1)c1cccc2c1cccc2c1cnccn1)c1ccncc1,F6-F11-F16-F12,298.5487,1217.66,363.530810042,1.5918,306.7129,4,401.54706,1.6118812583500002,338.0121
1457396,C1CSC(CS1)c1c(ccnc1c1cnccn1)c1ccc2c(c1)cccc2,F11-F16-F12-F6,301.0328,1199.7,361.14905016,1.5871,310.9533,4,401.54706,1.6110242878,337.5928
1457467,C1CSC(CS1)c1cc2c(cccc2c(c1)c1ccccn1)c1cnccn1,F11-F16-F12-F6,299.4061,1187.93,355.67348837300005,1.5762,318.5019,4,401.54706,1.62186066776,352.1333
1457580,C1CSC(CS1)c1ccc(nc1)c1cnc(cn1)c1cccc2c1cccc2,F11-F12-F16-F6,328.5786,1229.99,404.148392214,1.6759,341.9249,4,401.54706,1.71151148003,374.2707
1457672,C1CSC(CS1)c1ccc2c(c1c1cnc(cn1)c1cccnc1)cccc2,F11-F12-F16-F6,312.1212,1205.57,376.283955084,1.6176,330.8638,4,401.54706,1.6646532222100001,361.9808
1457755,C1CSC(CS1)c1cccc2c1cc(cc2c1ccncc1)c1cnccn1,F11-F16-F12-F6,310.6588,1220.84,379.264689392,1.6237,321.2343,4,401.54706,1.65051431823,352.791
1457848,C1CSC(CS1)c1cnc(cc1c1cnccn1)c1ccc2c(c1)cccc2,F11-F16-F12-F6,316.6019,1223.93,387.498563467,1.6407,330.84,4,401.54706,1.67754149446,362.826
1457944,C1CSC(CS1)c1cncc(n1)c1ccc2c(c1)cc(cc2)c1cccnc1,F11-F16-F12-F6,317.0828,1236.11,391.94921990800003,1.65,325.9708,4,401.54706,1.67328608498,357.9932
1458126,C1NCN(CN1)C1CSC(CS1)c1cncc(n1)C1CSCCS1,F6-F12-F9-F6,249.7579,1334.18,333.221995022,1.5323,255.5232,4,401.63662,1.54713942279,286.0356
1458187,C1SCC(SC1)(c1cccnc1)c1ncc(nc1)c1ccc2c(c1)cccc2,F6-F12-F11-F16,317.4772,1231.18,390.871579096,1.6478,325.7796,4,401.54706,1.6693575385400001,358.2227
1458273,C1SCC(SC1)c1cc2cc(ccc2c(c1)c1nccnc1)c1ccncc1,F11-F16-F12-F6,312.0612,1227.66,383.105052792,1.6316,327.5423,4,401.54706,1.6715250592700002,358.5907
1458355,C1SCC(SC1)c1ccc2c(c1c1ccccn1)ccc(c2)c1nccnc1,F11-F16-F12-F6,318.8004,1213.52,386.87066140800005,1.6394,331.1463,4,401.54706,1.6709751350400002,363.2014
1458457,C1SCC(SC1)c1ncc(nc1c1cccnc1)c1cccc2c1cccc2,F11-F12-F16-F6,307.2136,1202.7,369.48579672,1.6038,322.4394,4,401.54706,1.6413658310600001,353.0454
1458501,N1CNC(NC1)C1CSC(CS1)(C1CSCCS1)c1cnccn1,F6-F12-F9-F6,247.3963,1307.12,323.376651656,1.5136,251.7775,4,401.63662,1.52448373775,282.0016
1458539,N1CNC(NC1)c1ncc(nc1C1CSCCS1)C1CSCCS1,F6-F12-F9-F6,250.1415,1307.88,327.15506502,1.5208,255.2217,4,401.63662,1.5334452557799998,284.6383
1458567,S1CC(SC(C1)c1ccncc1)c1ccc(c2c1cccc2)c1cnccn1,F6-F11-F16-F12,309.6177,1222.33,378.455003241,1.6221,319.8649,4,401.54706,1.64801004845,352.2097
1458593,S1CC(SC(C1)c1cnccn1)c1ccc2c(c1)cc(cc2)c1ccncc1,F11-F16-F6-F12,316.3317,1230.82,389.34738299400004,1.6446,325.3098,4,401.54706,1.66787770178,358.4541
1458790,c1ccc(nc1)C1SCC(SC1)c1nccnc1c1ccc2c(c1)cccc2,F6-F12-F11-F16,308.9462,1200.7,370.95170234,1.6068,322.9133,4,401.54706,1.6412078703100001,354.9572
1459020,c1cnc(cn1)c1cccnc1C1CSCC(S1)c1ccc2c(c1)cccc2,F6-F11-F12-F16,307.6202,1222.4,376.03493248,1.6171,316.0458,4,401.54706,1.6383222265000001,347.2269
1459082,n1ccc(cc1)C1CSC(CS1)c1nccnc1c1ccc2c(c1)cccc2,F6-F12-F11-F16,301.4586,1226.54,369.751031244,1.6043,315.3373,4,401.54706,1.6392353345100001,341.8953
1459417,C1SCC(SC1)C1SCCSC1(c1ccsc1)c1cccs1,F6-F7-F7-F6,250.1382,1341.91,335.662951962,1.5353,256.2893,4,402.70412000000005,1.5511925695299997,288.9685
1459487,c1cnc(cn1)c1cc(C2CSCCS2)c2c(c1)c(ccc2)c1cnccn1,F12-F16-F12-F6,307.6174,1240.48,381.593232352,1.6266,317.64799999999997,4,402.53512,1.65238884273,349.5851
1459564,c1ncc(nc1)c1ccc2c(c1)ccc(c2)C1(SCCSC1)c1nccnc1,F6-F12-F16-F12,317.055,1246.47,395.19954585,1.6548,325.2574,4,402.53512,1.67647789145,359.5366
1459655,C1CSC(CS1)(c1cscn1)C1(CSCCS1)c1cscc1,F6-F7-F6-F14,248.7092,1383.49,344.086691108,1.5499,250.0128,4,403.69218,1.55337486102,282.6027
1459689,C1CSC(CS1)C1CSC(C(S1)c1cscc1)c1cncs1,F6-F7-F14-F6,249.7106,1363.83,340.562807598,1.5431,256.2447,4,403.69218,1.56032545161,290.3954
1459725,C1CSC(CS1)C1CSCC(S1)c1ccsc1c1nccs1,F7-F14-F6-F6,259.5643,1357.78,352.431215254,1.5661,268.3547,4,403.69218,1.58961148236,302.1153
1459847,C1CSC(CS1)c1csc(c1C1CSCCS1)c1cscn1,F7-F14-F6-F6,260.1481,1352.78,351.92314671800005,1.5651,267.1837,4,403.69218,1.58380522724,302.0606
1459859,C1CSC(CS1)c1cscc1C1(CSCCS1)c1cncs1,F6-F7-F14-F6,247.2891,1357.53,335.702371923,1.5338,251.0101,4,403.69218,1.54347742086,284.7601
1460081,C1CSC(C(S1)C1CSCC(S1)c1nncs1)c1cscc1,F6-F6-F8-F7,246.7971,1385.62,341.966997702,1.5442,250.5876,4,404.68023999999997,1.5543059592,284.5592
1460099,C1CSC(C(S1)c1cc(cc2c1cccc2)c1cccs1)c1ccccc1,F5-F6-F16-F7,306.9809,1209.04,371.152187336,1.6015,318.6805,4,404.6106,1.63013494876,351.4489
1460112,C1CSC(C(S1)c1ccc(cc1)c1cscc1)c1cccc2c1cccc2,F5-F7-F6-F16,305.7362,1219.37,372.80555019400003,1.6048,315.6601,4,404.6106,1.62933431134,349.3152
1460121,C1CSC(C(S1)c1ccc2c(c1)ccc(c2)c1cccs1)c1ccccc1,F5-F6-F16-F7,318.5113,1215.19,387.05174664699996,1.6337,333.084,4,404.6106,1.67064053815,373.0534
1460147,C1CSC(C(S1)c1cccc2c1cccc2c1cscc1)c1ccccc1,F5-F6-F16-F7,302.1257,1199.65,362.445096005,1.5842,310.9583,4,404.6106,1.6052751213999998,344.5203
1460323,C1CSC(CS1)C1CSC(C(S1)c1nccs1)c1cncs1,F6-F14-F14-F6,246.843,1393.03,343.85970429,1.5478,250.6049,4,404.68023999999997,1.5579428395,285.5571
1460348,C1CSC(CS1)C1CSC(CS1)c1scnc1c1nccs1,F14-F14-F6-F6,254.2982,1386.46,352.57428237199997,1.5647,266.449,4,404.68023999999997,1.59789658975,300.4266
1460364,C1CSC(CS1)C1CSCC(S1)c1nsnc1c1cccs1,F7-F13-F6-F6,254.6438,1378.23,350.95772447400003,1.5615,260.2983,4,404.68023999999997,1.57676424425,293.799
1460369,C1CSC(CS1)C1CSCC(S1)c1scnc1c1nccs1,F14-F14-F6-F6,253.5908,1388.07,352.00178175599996,1.5636,262.5374,4,404.68023999999997,1.5879495826199999,297.0731
1460486,C1CSC(CS1)c1cc(cc(c1)c1cscc1)c1cccc2c1cccc2,F5-F7-F16-F6,308.3664,1206.51,372.047145264,1.6033,318.4465,4,404.6106,1.62790722961,351.5439
1460493,C1CSC(CS1)c1cc(cc2c1cc(cc2)c1cccs1)c1ccccc1,F7-F16-F5-F6,327.5115,1219.21,399.305295915,1.6592,348.3799,4,404.6106,1.71364490375,383.0238
1461131,C1SCC(SC1)(c1sccc1c1ccccc1)c1cccc2c1cccc2,F5-F7-F6-F16,291.2245,1202.31,350.142128595,1.5601,296.8019,4,404.6106,1.57315153787,334.1555
1461180,C1SCC(SC1)Sc1cccc2c1cc(cc2)c1ccc2c(c1)cccc2,F2-F16-F16-F6,323.8534,1217.1,394.16197314,1.6484,334.3912,4,404.6106,1.67535980856,367.6784
1461236,C1SCC(SC1)c1cc(sc1c1ccccc1)c1ccc2c(c1)cccc2,F7-F16-F5-F6,325.0135,1215.93,395.193665055,1.6506,350.7245,4,404.6106,1.7173898596700001,384.7641
1461670,SC1SCCSC1c1cc2ccccc2c(c1)c1ccc2c(c1)cccc2,F6-F16-F2-F16,319.4225,1195.83,381.975008175,1.6233,331.8047,4,404.6106,1.65387883555,363.8398
1461722,Sc1c(ccc2c1cccc2)c1ccc(c2c1cccc2)C1CSCCS1,F2-F16-F16-F6,319.1855,1219.74,389.32332177,1.6384,323.5358,4,404.6106,1.6493946509200001,355.963
1461826,Sc1cc2ccccc2c(c1)C1CSCC(S1)c1ccc2c(c1)cccc2,F2-F16-F6-F16,322.9059,1225.69,395.782532571,1.6518,329.4924,4,404.6106,1.66872836257,360.9596
1462059,Sc1cccc2c1c(C1SCCSC1)c(cc2)c1cccc2c1cccc2,F2-F16-F16-F6,310.153,1212.65,376.10703545,1.6114,315.019,4,404.6106,1.6234147076700003,347.3543
1462086,Sc1cccc2c1c(ccc2)c1cccc2c1ccc(c2)C1CSCCS1,F2-F16-F16-F6,314.2153,1220.62,383.537479486,1.6265,323.6523,4,404.6106,1.65028276942,355.5576
1462212,c1ccc(cc1)C1CSC(C(S1)c1cccc2c1cccc2)c1cccs1,F5-F6-F7-F16,295.8905,1213.08,358.93884774,1.5773,302.21,4,404.6106,1.59241116178,334.2044
1462420,c1ccc(cc1)c1sccc1C1SCCSC1c1ccc2c(c1)cccc2,F5-F7-F6-F16,304.0226,1210.07,367.88862758199997,1.595,313.9046,4,404.6106,1.6190188716299998,347.0709
1462603,C1CSC(C(S1)c1ccc2c(c1)ccc(c2)c1cccnc1)c1cscc1,F11-F16-F6-F7,309.4406,1235.69,382.37265501400003,1.6223,321.0696,4,405.59866,1.65178105481,354.737
1462628,C1CSC(C(S1)c1ccc2c(c1)cccc2)c1cncc(c1)c1cscc1,F6-F11-F7-F16,298.8622,1235.87,369.354827114,1.5961,304.5887,4,405.59866,1.61025418277,338.0983
1462760,C1CSC(C(S1)c1nccc(c1)c1cccs1)c1ccc2c(c1)cccc2,F6-F11-F7-F16,302.0389,1231.6,371.99110924,1.6014,308.9585,4,405.59866,1.6184906602000002,341.9565
1462828,C1CSC(CS1)(c1ccc(cc1)c1cscn1)c1ccc2c(c1)cccc2,F5-F6-F14-F16,314.9576,1248.64,393.268657664,1.6446,321.6355,4,405.59866,1.66193231477,356.1206
1462952,C1CSC(CS1)(c1cccs1)c1cccc2c1ccc(c2)c1ccccn1,F11-F16-F6-F7,310.8886,1220.55,379.45508073,1.6163,319.8576,4,405.59866,1.6386712622600001,352.089
1463250,C1CSC(CS1)c1c(c2ccncc2)c(cc2c1cccc2)c1cccs1,F7-F16-F11-F6,295.4023,1195.66,353.20071401800004,1.5643,314.707,4,405.59866,1.60995354836,346.2449
1463314,C1CSC(CS1)c1c(ccc2c1cccc2)c1ccc(s1)c1ccncc1,F7-F16-F11-F6,311.4213,1229.13,382.777262469,1.6231,338.3195,4,405.59866,1.69211110354,360.0361
1463500,C1CSC(CS1)c1cc(nc(c1)c1cscc1)c1ccc2c(c1)cccc2,F11-F16-F7-F6,320.2582,1242.91,398.052119362,1.6545,328.3192,4,405.59866,1.6755500462000001,364.4176
1463648,C1CSC(CS1)c1cc2ccccc2c(c1)c1scnc1c1ccccc1,F14-F16-F5-F6,299.6155,1224.76,366.95707978,1.5913,305.4714,4,405.59866,1.6056299694999998,341.4811
1463821,C1CSC(CS1)c1ccc(cc1)c1cccc2c1cccc2c1cscn1,F14-F16-F5-F6,307.9161,1215.49,374.268940389,1.6059,321.6811,4,405.59866,1.6399018913499999,356.8369
1464154,C1CSC(CS1)c1ccc2c(c1)ccc(c2)c1scnc1c1ccccc1,F14-F16-F5-F6,315.3454,1233.66,389.029006164,1.6358,322.7288,4,405.59866,1.6546840705599999,362.1389
1464211,C1CSC(CS1)c1ccc2c(c1)cccc2c1scc(c1)c1ccncc1,F7-F16-F11-F6,308.7211,1252.46,386.660828906,1.631,323.9332,4,405.59866,1.67056586157,358.0395
1464215,C1CSC(CS1)c1ccc2c(c1)cccc2c1sccc1c1ccncc1,F7-F16-F11-F6,300.7987,1208.32,363.461085184,1.5844,312.0718,4,405.59866,1.61156354572,347.8585
1464308,C1CSC(CS1)c1ccc2c(c1c1scc(n1)c1ccccc1)cccc2,F14-F16-F5-F6,309.8927,1216.89,377.10532770300006,1.6116,319.0652,4,405.59866,1.6342872181700001,352.5613
1464632,C1CSC(CS1)c1ccccc1c1c(ccc2c1cccc2)c1cscn1,F14-F16-F5-F6,295.5396,1202.43,355.365681228,1.5686,307.0766,4,405.59866,1.59586368187,339.4134
1464645,C1CSC(CS1)c1ccccc1c1ccc2c(c1)cc(cc2)c1nccs1,F14-F16-F5-F6,319.0049,1219.05,388.882923345,1.6355,336.6212,4,405.59866,1.68040317395,369.9641
1464730,C1CSC(CS1)c1ccnc(c1c1cscc1)c1ccc2c(c1)cccc2,F11-F16-F7-F6,303.6435,1220.62,370.63332897,1.5986,319.143,4,405.59866,1.63692427294,349.4767
1464831,C1CSC(CS1)c1cnc(s1)C1CSCC(S1)c1nncs1,F6-F14-F8-F6,243.8911,1427.04,348.04235534400004,1.5543,249.6312,4,405.6683,1.57013184285,283.1067
1465083,C1CSC(CS1)c1ncc(s1)C1CSC(CS1)c1nsnc1,F6-F14-F13-F6,245.2157,1418.05,347.728123385,1.5537,246.77200000000002,4,405.6683,1.55790910445,280.7385
1465718,C1SCC(SC1)C1NCNC(N1)(C1SCCSC1)c1cccs1,F6-F9-F7-F6,245.4886,1301.25,319.44204075,1.5003,249.6211,4,405.68822,1.51024293597,281.5387
1465724,C1SCC(SC1)C1NCNC(N1)c1csc(c1)C1SCCSC1,F6-F9-F7-F6,249.3982,1325.96,330.692037272,1.5212,255.7966,4,405.68822,1.53726005329,291.1287
1465733,C1SCC(SC1)C1NCNCN1c1cscc1C1SCCSC1,F6-F9-F7-F6,246.7376,1323.91,326.658376016,1.5137,253.975,4,405.68822,1.53168987589,287.0902
1465822,C1SCC(SC1)c1c(ccc2c1c(ccc2)c1ccccn1)c1cccs1,F7-F16-F11-F6,300.7093,1209.46,363.695869978,1.5849,308.4371,4,405.59866,1.6034534133899998,337.1746
1466216,C1SCC(SC1)c1ccc2c(c1c1cccs1)ccc(c2)c1ccccn1,F7-F16-F11-F6,320.9144,1221.99,392.154187656,1.6423,332.0303,4,405.59866,1.67061719258,365.4325
1466487,C1SCC(SC1)c1nccc(c1)c1cccc2c1cccc2c1ccsc1,F7-F16-F11-F6,299.7023,1216.74,364.65977650199994,1.5868,312.9843,4,405.59866,1.61911284083,344.7902
1466506,C1SCC(SC1)c1ncccc1c1csc(c1)c1ccc2c(c1)cccc2,F7-F16-F11-F6,312.1889,1233.2,384.99135148,1.6276,330.0892,4,405.59866,1.67342272413,370.166
1466558,C1SCC(SC1)c1scc(n1)C1SCCSC1c1scnn1,F6-F14-F8-F6,238.0688,1431.12,340.70502105599996,1.5402,242.2223,4,405.6683,1.5515779687,274.897
1466640,N1CNC(NC1)C1CSC(CS1)C1CSCC(S1)c1cccs1,F6-F9-F6-F7,254.6873,1335.81,340.21384221299996,1.5392,261.3681,4,405.68822,1.5563377347799998,294.4455
1466668,N1CNC(NC1)C1SC(CSC1c1cccs1)C1CSCCS1,F6-F9-F7-F6,249.4071,1332.31,332.287573401,1.5242,253.6101,4,405.68822,1.53481208521,288.2641
1466778,S1CC(SC(C1)c1ccccc1)c1ccc2c(c1)cccc2c1cscn1,F5-F6-F16-F14,313.5495,1229.14,385.39623243,1.6284,323.8839,4,405.59866,1.65460292166,358.5186
1467069,c1ccc(c(n1)C1CSC(CS1)c1cscc1)c1cccc2c1cccc2,F6-F11-F7-F16,296.2405,1218.05,360.835741025,1.5793,299.5994,4,405.59866,1.58731651787,334.8221
1467423,c1ccc(cn1)C1CSC(C(S1)c1ccsc1)c1cccc2c1cccc2,F6-F11-F7-F16,294.5877,1241.76,365.807222352,1.5891,302.2056,4,405.59866,1.60791234257,333.6724
1467682,c1ccc(nc1)C1CSCC(S1)c1cc2ccccc2c(c1)c1cccs1,F6-F11-F16-F7,306.4178,1231.86,377.463831108,1.6123,315.2393,4,405.59866,1.63441725769,350.8306
1467736,c1ccc(nc1)C1SCC(SC1)c1scc(c1)c1ccc2c(c1)cccc2,F6-F11-F7-F16,306.7678,1252.54,384.238940212,1.6261,318.6781,4,405.59866,1.65680962666,352.3845
1467910,c1csc(n1)C1SCCSC1c1ccccc1c1ccc2c(c1)cccc2,F5-F6-F14-F16,294.8135,1220.18,359.72553643,1.5771,307.9078,4,405.59866,1.6087883419100002,337.0308
1468056,n1ccc(cc1)C1SCC(SC1)c1ccc2c(c1)c(ccc2)c1cccs1,F6-F11-F16-F7,299.8688,1245.64,373.52857203199994,1.6044,309.9996,4,405.59866,1.62995011587,343.8425
1468120,n1ccc(cc1)c1cccc2c1c(ccc2)C1CSC(CS1)c1cccs1,F11-F16-F6-F7,293.9206,1243.1,365.37269786,1.5882,300.3575,4,405.59866,1.60411806104,339.4395
